Picture Count,MLS #,Price,Class,Type,Status,County,AddressNew,Address,City,State,Agent - Agent Name,Listing Office 1 - Office Name,Latitude,Longitude
1,87772,11000,Residential,Single Family,Sold,Caldwell,"301 Akers Ave, Princeton, KY",301 Akers Ave,Princeton,KY,Michael D Smith,Keller Williams Experience Realty,36.5757588,-82.5609443
1,87141,12000,Residential,Single Family,Expired,Caldwell,"606 W Green, Princeton, KY",606 W Green,Princeton,KY,Natalie K Wyatt,KY Homes Realty,,
6,114100,12000,Residential,Single Family,Sold,Carlisle,"44 Orchard Street, Bardwell, KY",44 Orchard Street,Bardwell,KY,Nancy Black,RE/MAX Realty Group,42.1058667,-80.0757771
1,97089,12500,Residential,Single Family,Sold,Caldwell,"8873 Farmersville Rd., Fredonia, KY",8873 Farmersville Rd.,Fredonia,KY,*Not in *Regional MLS,*Not in Regional MLS,39.65754770000000,-84.4225538
4,110662,12500,Residential,Single Family,Sold,Ballard,"352 Cumberland St., Wickliffe, KY",352 Cumberland St.,Wickliffe,KY,Larry Kelley,River Country Real Estate,,
1,110665,12500,Residential,Single Family,Sold,Ballard,"432 Ohio St., Wickliffe, KY",432 Ohio St.,Wickliffe,KY,Larry Kelley,River Country Real Estate,40.4172871,-82.90712300000000
1,79061,13000,Residential,Single Family,Sold,Calloway,"307 Third Street, Hazel, KY",307 Third Street,Hazel,KY,Reno Anderson,Greys Properties LLC,37.7528313,-122.3878904
1,99785,13100,Residential,Single Family,Sold,Christian,"121 MEANS AVE, Hopkinsville, KY",121 MEANS AVE,Hopkinsville,KY,Joshua D Abner,Atlas Real Estate & Auction Services,36.8719539,-87.48602820000000
1,110707,13500,Residential,Single Family,Sold,Calloway,"711 Payne Street, Murray, KY",711 Payne Street,Murray,KY,John H Kopperud,Kopperud Realty,38.2524254,-85.7122257
1,88280,14000,Residential,Single Family,Sold,Calloway,"501 VINE STREET, Murray, KY",501 VINE STREET,Murray,KY,Richard Rollins,Kopperud Realty,,
1,94862,14000,Residential,Single Family,Sold,Calloway,"2809 West Fork Road, Murray, KY",2809 West Fork Road,Murray,KY,Aleshia G Banks,Keller Williams Experience Realty,39.1738745,-84.58236
1,102313,14000,Residential,Single Family,Sold,Calloway,"101 edgar way, New Concord, KY",101 edgar way,New Concord,KY,Max Witzler,Keller Williams Experience Realty,-32.0364889,115.8470625
1,95296,14500,Residential,Single Family,Sold,Caldwell,"425 McLin Street, Princeton, KY",425 McLin Street,Princeton,KY,Billie K Farless,Farless Realty,37.0999396,-87.8760526
1,99772,14800,Residential,Single Family,Sold,Christian,"2151 Greenville Road, Hopkinsville, KY",2151 Greenville Road,Hopkinsville,KY,Joshua D Abner,Atlas Real Estate & Auction Services,,
1,99786,14800,Residential,Single Family,Sold,Christian,"131 AVALON HILL ST, Hopkinsville, KY",131 AVALON HILL ST,Hopkinsville,KY,Joshua D Abner,Atlas Real Estate & Auction Services,,
17,120967,15000,Residential,Single Family,Withdrawn,Ballard,"117 Walnut Street, LaCenter, KY",117 Walnut Street,LaCenter,KY,Linda S Robbins,Keller Williams Experience Realty Paducah Branch,39.9468525,-75.1437066
1,88532,15000,Residential,Single Family,Sold,Carlisle,"127 Mounds Street, Arlington, KY",127 Mounds Street,Arlington,KY,Deana C O'Neal,Bone & Co. Realtors,36.7911694,-89.0109335
1,90816,15000,Residential,Single Family,Sold,Carlisle,"6781 Highway 62, Bardwell, KY",6781 Highway 62,Bardwell,KY,Larry Kelley,River Country Real Estate,,
1,84612,15000,Residential,Single Family,Sold,Calloway,"918 N 18th, Murray, KY",918 N 18th,Murray,KY,Matthew Pool,Tucker Auction & Realty LLC,32.5177631,-92.10703630000000
1,93162,15000,Residential,Single Family,Sold,Calloway,"204 Woodlawn, Murray, KY",204 Woodlawn,Murray,KY,Jessica R Beckham,Greys Properties LLC,,
1,97346,15950,Residential,Single Family,Sold,Calloway,"140 Old Shiloh Road, Murray, KY",140 Old Shiloh Road,Murray,KY,Michael Harris,Harris Real Estate & Auction,36.69907390000000,-88.1743949
1,99767,16500,Residential,Single Family,Sold,Christian,"207 Wheeler Street, Hopkinsville, KY",207 Wheeler Street,Hopkinsville,KY,Joshua D Abner,Atlas Real Estate & Auction Services,,
1,99789,16500,Residential,Single Family,Sold,Christian,"151 N KENTUCKY AVE, Hopkinsville, KY",151 N KENTUCKY AVE,Hopkinsville,KY,Joshua D Abner,Atlas Real Estate & Auction Services,28.0449427,-81.9549502
1,87137,16500,Residential,Single Family,Sold,Caldwell,"301 Eagon St, Princeton, KY",301 Eagon St,Princeton,KY,Natalie K Wyatt,KY Homes Realty,37.1120938,-87.89386380000000
5,121344,17000,Residential,Single Family,Sold,Caldwell,"309 Cadiz St., Princeton, KY",309 Cadiz St.,Princeton,KY,Lauren Hawkins,Keller Williams Experience Realty Paducah Branch,32.7669898,-96.8031357
1,84154,17000,Residential,Single Family,Sold,Ballard,"147 Walnut, LaCenter, KY",147 Walnut,LaCenter,KY,Kimberlee R Copeland,Park Avenue Properties,,
1,100238,17000,Residential,Single Family,Sold,Calloway,"322 N 7th, Murray, KY",322 N 7th,Murray,KY,Lynda Houck,Greys Properties LLC,40.7146772,-73.95303900000000
1,103556,17000,Residential,Single Family,Sold,Calloway,"412 S 6th Street, Murray, KY",412 S 6th Street,Murray,KY,Jennifer L Hardin,C21 Service Realty Inc. Marshall County,39.9434726,-75.1520087
1,96601,17120,Residential,Single Family,Sold,Christian,"1921 Bethel St, Hopkinsville, KY",1921 Bethel St,Hopkinsville,KY,Michael Harris,Harris Real Estate & Auction,21.3117496,-157.8597599
1,94992,17500,Residential,Single Family,Sold,Christian,"1600 S Clay, Hopkinsville, KY",1600 S Clay,Hopkinsville,KY,Gay N Rittenberry,Exit One Real Estate,,
1,91913,17500,Residential,Single Family,Sold,Caldwell,"514 N Jefferson Street, Princeton, KY",514 N Jefferson Street,Princeton,KY,Ryals Farless,Farless Realty,41.8858171,-87.6427862
1,110676,17500,Residential,Single Family,Sold,Carlisle,"132 Hobbs St., Arlington, KY",132 Hobbs St.,Arlington,KY,Larry Kelley,River Country Real Estate,-37.8079221,144.893035
12,120986,18000,Residential,Single Family,Withdrawn,Ballard,"408 E 2nd Street, LaCenter, KY",408 E 2nd Street,LaCenter,KY,Linda S Robbins,Keller Williams Experience Realty Paducah Branch,34.0450268,-118.2165831
1,86833,18000,Residential,Single Family,Sold,Carlisle,"155 SR 123, Bardwell, KY",155 SR 123,Bardwell,KY,Deana C O'Neal,Bone & Co. Realtors,39.4285794,-84.1832981
1,96838,18000,Residential,Single Family,Sold,Carlisle,"57 Mounds Street, Arlington, KY",57 Mounds Street,Arlington,KY,Mark Fredrick,1st Ky Realty and Auction,36.7903707,-89.0105949
3,111869,18000,Residential,Single Family,Sold,Caldwell,"315 Dawson Road, Princeton, KY",315 Dawson Road,Princeton,KY,Brandon K Warfield,Coldwell Banker Service 1st Realty,36.4857869,-96.129959
30,120044,18000,Residential,Single Family,Sold,Ballard,"224 S 6th Street, Barlow, KY",224 S 6th Street,Barlow,KY,Chris Fulton,Chris Fulton Real Estate,39.9466994,-75.151318
1,96604,18190,Residential,Single Family,Sold,Christian,"1815 Walnut St, Hopkinsville, KY",1815 Walnut St,Hopkinsville,KY,Michael Harris,Harris Real Estate & Auction,39.9507619,-75.1712944
1,96592,18725,Residential,Single Family,Sold,Christian,"202 W 15th Street, Hopkinsville, KY",202 W 15th Street,Hopkinsville,KY,Michael Harris,Harris Real Estate & Auction,40.7392894,-73.9997234
1,82978,19000,Residential,Single Family,Sold,Caldwell,"517 N JEFFERSON ST, Princeton, KY",517 N JEFFERSON ST,Princeton,KY,Kathy M Breedlove,C21 Land of Lakes Inc.,43.0367707,-87.9054202
1,104944,19000,Residential,Single Family,Sold,Calloway,"4505 Radio Road, Dexter, KY",4505 Radio Road,Dexter,KY,Ryan Stanger,SBG Real Property Professionals,26.1542479,-81.7434624
1,103891,19500,Residential,Single Family,Sold,Caldwell,"1028 N JEFFERSON ST., Princeton, KY",1028 N JEFFERSON ST.,Princeton,KY,Billie K Farless,Farless Realty,,
1,107024,19500,Residential,Single Family,Sold,Caldwell,"306 White St., Princeton, KY",306 White St.,Princeton,KY,Melissa Wynn,Keller Williams Experience Realty Eddyville Branch,,
1,115458,19500,Residential,Single Family,Sold,Caldwell,"303 N Hawthorne Street, Princeton, KY",303 N Hawthorne Street,Princeton,KY,Brandon K Warfield,Coldwell Banker Service 1st Realty,45.83377980000000,-94.28289160000000
1,99773,19800,Residential,Single Family,Sold,Christian,"2119 Crocket St, Hopkinsville, KY",2119 Crocket St,Hopkinsville,KY,Joshua D Abner,Atlas Real Estate & Auction Services,40.591022,-86.7063885
1,99783,19800,Residential,Single Family,Sold,Christian,"1230 E 7TH ST, Hopkinsville, KY",1230 E 7TH ST,Hopkinsville,KY,Joshua D Abner,Atlas Real Estate & Auction Services,30.2652716,-97.7290185
1,101610,19900,Residential,Single Family,Withdrawn,Ballard,"352 Cumberland St., Wickliffe, KY",352 Cumberland St.,Wickliffe,KY,Larry Kelley,River Country Real Estate,,
1,105964,19900,Residential,Single Family,Withdrawn,Ballard,"352 Cumberland St., Wickliffe, KY",352 Cumberland St.,Wickliffe,KY,Larry Kelley,River Country Real Estate,,
1,88403,19900,Residential,Single Family,Withdrawn,Calloway,"00 Cross Spann Rd, Murray, KY",00 Cross Spann Rd,Murray,KY,Tonja L Adams,Park Avenue Properties,36.7306898,-88.1308626
1,80632,20000,Residential,Single Family,Sold,Ballard,"787 Liberty Street, Barlow, KY",787 Liberty Street,Barlow,KY,Crystal Bailey,Keller Williams Experience Realty Paducah Branch,,
1,84937,20000,Residential,Single Family,Sold,Ballard,"5192 Holloway Landing Road, Barlow, KY",5192 Holloway Landing Road,Barlow,KY,Kimberly M Spell,Purchase Realty Group,37.052553,-89.065912
1,81066,20000,Residential,Single Family,Sold,Caldwell,"620 N Jeffereson, Princeton, KY",620 N Jeffereson,Princeton,KY,Billie K Farless,Farless Realty,41.8901529,-87.64302160000000
1,73487,20000,Residential,Single Family,Sold,Calloway,"400 State Street, Hazel, KY",400 State Street,Hazel,KY,Judy E Denton,Greys Properties LLC,,
3,119543,20000,Residential,Single Family,Sold,Calloway,"608 S 9th Street, Murray, KY",608 S 9th Street,Murray,KY,Gale Broach Sharp,Kopperud Realty,,
1,99770,20900,Residential,Single Family,Sold,Christian,"420 East 23rd Street, Hopkinsville, KY",420 East 23rd Street,Hopkinsville,KY,Joshua D Abner,Atlas Real Estate & Auction Services,40.736007,-73.9776356
1,86584,21000,Residential,Single Family,Withdrawn,Caldwell,"301 Akers Ave, Princeton, KY",301 Akers Ave,Princeton,KY,Amy Hughes,Keller Williams Experience Realty Paducah Branch,36.5757588,-82.5609443
23,117715,21000,Residential,Single Family,Sold,Caldwell,"514 North Jefferson St, Princeton, KY",514 North Jefferson St,Princeton,KY,Darren Ramey,Farless Realty,,
1,106720,21000,Residential,Single Family,Sold,Carlisle,"204 Hobbs Street, Arlington, KY",204 Hobbs Street,Arlington,KY,Deana C O'Neal,Bone & Co. Realtors,-37.8079221,144.893035
1,85498,21200,Residential,Single Family,Sold,Caldwell,"3008 Grooms Lane, Princeton, KY",3008 Grooms Lane,Princeton,KY,Jesse Case,RE/MAX Real Estate Services,39.3284104,-76.8725209
14,119759,21350,Residential,Single Family,Sold,Caldwell,"214 Ratliff Street, Princeton, KY",214 Ratliff Street,Princeton,KY,Annette Evans-Harper,The Jeter Group,,
1,88661,22000,Residential,Single Family,Sold,Calloway,"400 N 7th Street, Murray, KY",400 N 7th Street,Murray,KY,Gale Broach Sharp,Kopperud Realty,39.95826600000000,-75.1504186
1,89937,22000,Residential,Single Family,Sold,Calloway,"1489 Lawson Road, Murray, KY",1489 Lawson Road,Murray,KY,John H Kopperud,Kopperud Realty,,
1,105943,22500,Residential,Single Family,Withdrawn,Carlisle,"132 Hobbs St., Arlington, KY",132 Hobbs St.,Arlington,KY,Larry Kelley,River Country Real Estate,-37.8079221,144.893035
1,85190,22500,Residential,Single Family,Sold,Caldwell,"215 Ratliff, Princeton, KY",215 Ratliff,Princeton,KY,Billie K Farless,Farless Realty,,
1,81279,22500,Residential,Single Family,Withdrawn,Ballard,"5637 Mayfield Rd., Wickliffe, KY",5637 Mayfield Rd.,Wickliffe,KY,Larry Kelley,River Country Real Estate,41.5204584,-81.47607700000000
1,113702,23000,Residential,Single Family,Sold,Ballard,"606 Westvaco Road, Wickliffe, KY",606 Westvaco Road,Wickliffe,KY,Kevin D Housman,Housman Partners Real Estate,35.0947543,-88.6733718
1,104985,23500,Residential,Single Family,Sold,Caldwell,"327 Baldwin, Princeton, KY",327 Baldwin,Princeton,KY,Billie K Farless,Farless Realty,,
1,96637,23500,Residential,Single Family,Sold,Carlisle,"15 E Jennings, Bardwell, KY",15 E Jennings,Bardwell,KY,Ella E Burgess,C21 Service Realty,,
17,117811,23500,Residential,Single Family,Sold,Calloway,"502 N 1st, Murray, KY",502 N 1st,Murray,KY,Shulorn Hollowell Jeter,eXp Realty LLC,,
1,96600,23540,Residential,Single Family,Sold,Christian,"190 Arkansas Ave, Hopkinsville, KY",190 Arkansas Ave,Hopkinsville,KY,Michael Harris,Harris Real Estate & Auction,41.2735436,-70.1910609
1,76304,24000,Residential,Single Family,Expired,Carlisle,"5800 U.S. Hwy 62, Bardwell, KY",5800 U.S. Hwy 62,Bardwell,KY,Ron Hughes,RE/MAX Realty Group,36.9103319,-88.923048
1,79508,24000,Residential,Single Family,Sold,Caldwell,"305 S Jefferson Street, Princeton, KY",305 S Jefferson Street,Princeton,KY,Ryals Farless,Farless Realty,41.8672777,-87.642184
1,87097,24000,Residential,Single Family,Sold,Caldwell,"908 Mechanic St, Princeton, KY",908 Mechanic St,Princeton,KY,Natalie K Wyatt,KY Homes Realty,42.5208738,-71.739299
1,107326,24000,Residential,Single Family,Sold,Caldwell,"207 Garrett Street, Princeton, KY",207 Garrett Street,Princeton,KY,Ryals Farless,Farless Realty,38.0282846,-78.4812204
1,99790,24800,Residential,Single Family,Sold,Christian,"1509 SHAWNEE Drive, Hopkinsville, KY",1509 SHAWNEE Drive,Hopkinsville,KY,Joshua D Abner,Atlas Real Estate & Auction Services,39.0617499,-94.649072
1,95568,24900,Residential,Single Family,Withdrawn,Ballard,"352 Cumberland St., Wickliffe, KY",352 Cumberland St.,Wickliffe,KY,Larry Kelley,River Country Real Estate,,
1,75470,24900,Residential,Single Family,Withdrawn,Carlisle,"6781 Highway 62, Bardwell, KY",6781 Highway 62,Bardwell,KY,Larry Kelley,River Country Real Estate,,
1,101618,24900,Residential,Single Family,Withdrawn,Carlisle,"14 Church St, Bardwell, KY",14 Church St,Bardwell,KY,Larry Kelley,River Country Real Estate,,
1,105965,24900,Residential,Single Family,Withdrawn,Carlisle,"14 Church St, Bardwell, KY",14 Church St,Bardwell,KY,Larry Kelley,River Country Real Estate,,
1,79839,25000,Residential,Single Family,Sold,Ballard,"328 Cedar Street, LaCenter, KY",328 Cedar Street,LaCenter,KY,David Nelson,Purchase Realty Group,,
1,105976,25000,Residential,Single Family,Withdrawn,Ballard,"432 Ohio St., Wickliffe, KY",432 Ohio St.,Wickliffe,KY,Larry Kelley,River Country Real Estate,40.4172871,-82.90712300000000
1,85789,25000,Residential,Single Family,Sold,Ballard,"663 Broadway, LaCenter, KY",663 Broadway,LaCenter,KY,Laura Petrie,Sirk & Company Real Estate,40.6246666,-74.1138335
1,90948,25000,Residential,Single Family,Sold,Ballard,"419 Pine Street, LaCenter, KY",419 Pine Street,LaCenter,KY,Kimberlee R Copeland,Park Avenue Properties,38.2495222,-85.7268596
26,111907,25000,Residential,Single Family,Sold,Ballard,"635 Broadway Street, Barlow, KY",635 Broadway Street,Barlow,KY,David Nelson,Purchase Realty Group,41.0538135,-73.8611013
1,100020,25000,Residential,Single Family,Sold,Caldwell,"1013 N Jefferson, Princeton, KY",1013 N Jefferson,Princeton,KY,Rose Morse,RE/MAX Real Estate Services,41.8858171,-87.6427862
1,105106,25000,Residential,Single Family,Sold,Carlisle,"110 County Road 1015, Cunningham, KY",110 County Road 1015,Cunningham,KY,Suzy Gilland,C21 Service Realty,33.0461307,-86.80492320000000
2,110674,25000,Residential,Single Family,Sold,Carlisle,"24 Tank St., Bardwell, KY",24 Tank St.,Bardwell,KY,Larry Kelley,River Country Real Estate,-27.4685635,153.019564
0,90433,25000,Residential,Single Family,Sold,Calloway,"4196 Faxon Road, Murray, KY",4196 Faxon Road,Murray,KY,Krista K Thompson,Kopperud Realty,36.6796914,-88.12908810000000
1,90623,25000,Residential,Single Family,Sold,Calloway,"286 Snipe Creek Drive, Murray, KY",286 Snipe Creek Drive,Murray,KY,Janette L DeWitt,Kopperud Realty,36.6656771,-88.1010565
1,91192,25000,Residential,Single Family,Sold,Calloway,"303 S 11th, Murray, KY",303 S 11th,Murray,KY,Rebecca Landolt,Loretta Jobs Realty,,
1,81106,25900,Residential,Single Family,Expired,Calloway,"1648 Radio Road, Almo, KY",1648 Radio Road,Almo,KY,Carrie L Armstrong,Keller Williams Experience Realty,26.1532031,-81.76825460000000
1,95571,25900,Residential,Single Family,Withdrawn,Carlisle,"98 Front Street, Bardwell, KY",98 Front Street,Bardwell,KY,Larry Kelley,River Country Real Estate,40.7046148,-74.007536
1,105967,25900,Residential,Single Family,Withdrawn,Carlisle,"98 Front Street, Bardwell, KY",98 Front Street,Bardwell,KY,Larry Kelley,River Country Real Estate,40.7046148,-74.007536
1,89212,26000,Residential,Single Family,Sold,Calloway,"101 Christian Lane, Hazel, KY",101 Christian Lane,Hazel,KY,Patricia A Cherry,Re/Max Real Estate Associates Murray,41.6337955,-72.75183180000000
11,115716,26000,Residential,Single Family,Sold,Calloway,"808 Sycamore Street, Murray, KY",808 Sycamore Street,Murray,KY,Lynda Houck,Greys Properties LLC,,
1,87135,26000,Residential,Single Family,Sold,Caldwell,"211 Harvey Ln, Princeton, KY",211 Harvey Ln,Princeton,KY,Natalie K Wyatt,KY Homes Realty,,
12,115306,26500,Residential,Single Family,Sold,Calloway,"462 Paddle Ln, New Concord, KY",462 Paddle Ln,New Concord,KY,Jennifer L Hardin,C21 Service Realty Inc. Marshall County,36.62433,-88.079095
1,96603,26750,Residential,Single Family,Sold,Christian,"407 W 13th Street, Hopkinsville, KY",407 W 13th Street,Hopkinsville,KY,Michael Harris,Harris Real Estate & Auction,40.74068200000000,-74.00627950000000
35,110670,26900,Residential,Single Family,Sold,Carlisle,"98 Front Street, Bardwell, KY",98 Front Street,Bardwell,KY,Larry Kelley,River Country Real Estate,40.7046148,-74.007536
23,120682,27000,Residential,Single Family,Sold,Carlisle,"6546 ST RT 80 E, Arlington, KY",6546 ST RT 80 E,Arlington,KY,Gary L Hendley,Westwind Real Estate & Development,,
1,97323,27000,Residential,Single Family,Sold,Caldwell,"703 N Jefferson Street, Princeton, KY",703 N Jefferson Street,Princeton,KY,Billie K Farless,Farless Realty,,
1,110700,27000,Residential,Single Family,Sold,Caldwell,"4955 Hwy 70, Fredonia, KY",4955 Hwy 70,Fredonia,KY,Darren Ramey,Farless Realty,,
8,118622,27000,Residential,Single Family,Sold,Calloway,"1621 Old Newburg Road, Murray, KY",1621 Old Newburg Road,Murray,KY,Brittany J Marchetti,Kopperud Realty,36.653999,-88.18326000000000
1,81510,27500,Residential,Single Family,Withdrawn,Ballard,"480 Kinley-Miller Road, Wickliffe, KY",480 Kinley-Miller Road,Wickliffe,KY,Larry Kelley,River Country Real Estate,36.9937184,-88.9429765
1,98984,27500,Residential,Single Family,Sold,Calloway,"315 Woodlawn, Murray, KY",315 Woodlawn,Murray,KY,Krista K Thompson,Kopperud Realty,,
1,103606,27500,Residential,Single Family,Sold,Caldwell,"316 S South Jefferson St., Princeton, KY",316 S South Jefferson St.,Princeton,KY,Sherry G Patterson,Coldwell Banker Service 1st Realty,,
1,110439,27500,Residential,Single Family,Sold,Carlisle,"94 Elm, Bardwell, KY",94 Elm,Bardwell,KY,Larry Kelley,River Country Real Estate,,
5,119400,27500,Residential,Single Family,Sold,Carlisle,"42 Middle Street, Bardwell, KY",42 Middle Street,Bardwell,KY,Sarah E Riley,Keller Williams Experience Realty Paducah Branch,,
1,83994,28000,Residential,Single Family,Sold,Carlisle,"5478 N US 51, Arlington, KY",5478 N US 51,Arlington,KY,Deana C O'Neal,Bone & Co. Realtors,36.7952302,-89.01320920000000
1,95099,28000,Residential,Single Family,Sold,Carlisle,"92 Church St, Bardwell, KY",92 Church St,Bardwell,KY,Kim Musgrave,Elite Realty,-34.4304577,150.8941002
1,110437,28000,Residential,Single Family,Sold,Carlisle,"20 Middle St., Bardwell, KY",20 Middle St.,Bardwell,KY,Larry Kelley,River Country Real Estate,,
1,107254,28000,Residential,Single Family,Sold,Caldwell,"509 Willow Lane, Princeton, KY",509 Willow Lane,Princeton,KY,Kartik Patel,Keller Williams Experience Realty Paducah Branch,,
1,83452,28000,Residential,Single Family,Sold,Ballard,"257 Chestnut Street, LaCenter, KY",257 Chestnut Street,LaCenter,KY,Kimberlee R Copeland,Park Avenue Properties,,
1,107196,28000,Residential,Single Family,Sold,Calloway,"403 S 10th street, Murray, KY",403 S 10th street,Murray,KY,Sue Ann Stevens,Keller Williams Experience Realty,,
1,88149,28900,Residential,Single Family,Expired,Calloway,"286 Snipe Creek, Murray, KY",286 Snipe Creek,Murray,KY,Janette L DeWitt,Kopperud Realty,36.6656771,-88.1010565
1,102714,28900,Residential,Single Family,Sold,Calloway,"2569 State Route 121 South, Murray, KY",2569 State Route 121 South,Murray,KY,Mark Fredrick,1st Ky Realty and Auction,,
1,109013,29000,Residential,Single Family,Sold,Calloway,"30 Lane, Dexter, KY",30 Lane,Dexter,KY,Bonnie Byerly,Chavis Real Estate and Auction,,
